sentence_id,something_1,used,for,something_2,something_1_first_index,something_1_last_index,used_first_index,used_last_index,for_first_index,for_last_index,something_2_first_index,something_2_last_index,sentence_text
18532653,carpet,used,for,event,1,1,2,2,3,3,6,6,The carpet used for the group event is also larger than the one used for individual routines .
18542275,building,used,for,purposes,8,8,9,9,10,10,12,12,Farmers can qualify for a farmstead exemption on building used for agricultural purposes .
18542788,part,used,for,streams,53,53,57,57,58,58,60,60,"At certain points of the chart , large percentages of space are occupied by big empires such as the Babylonian Empire ( under the reign of Nebuchadnezzar II ) , the Persian Empire , the Macedonian Empire , and the Roman Empire , which , at one page , occupies almost the entire part of the chart used for nation streams ."
18547771,site,used,for,variety,20,20,22,22,23,23,25,25,"Another potential problem with cooling catheters is the potential to block access to the femoral vein , which is a site normally used for a variety of other medical procedures , including angiography of the venous system and the right side of the heart ."
18550356,colors,used,for,Artillery,5,5,6,6,7,7,9,9,Scarlet and yellow are the colors used for Field Artillery .
18551818,software,used,for,production,6,6,7,7,13,13,17,17,"It soon received wide adoption by software used in computer graphics , particularly for film and television production ."
18554337,room,used,for,vestment,8,8,9,9,10,10,12,12,"Doors in the sanctuary provide access to a room used for the vestment of the priest for Mass , and to another used as an office ."
18554337,room,used,for,Mass,8,8,9,9,16,16,17,17,"Doors in the sanctuary provide access to a room used for the vestment of the priest for Mass , and to another used as an office ."
18563367,coordinates,used,for,hyperbola,2,2,3,3,6,6,8,8,"The polar coordinates used most commonly for the hyperbola are defined relative to the Cartesian coordinate system that has its "" origin in a focus "" and its x - axis pointing towards the origin of the "" canonical coordinate system "" as illustrated in the first diagram ."
18565308,name,used,for,type,3,3,4,4,11,11,13,13,"Pangi is the name used by the Maroon people of Suriname for a type of cloth , and also for a wrap that may be made from this cloth ."
18566452,opioid,used,for,effects,12,12,13,13,18,18,21,21,"Heroin , also known as diamorphine among other names , is an opioid used as a recreational drug for its euphoric effects ."
18566505,ampoules,used,for,injection,17,17,19,19,20,20,21,21,"It has traditionally been made by the attending physician , generally from the same "" dry "" ampoules as used for injection ."
18566575,heroin,used,for,purposes,3,3,4,4,5,5,7,7,"The dose of heroin used for recreational purposes is dependent on the frequency and level of use : thus a first - time user may use between 5 and 20   mg , while an established addict may require several hundred mg per day ."
18569344,format,used,for,exchange,18,18,19,19,20,20,22,22,The W3C Resource Description Framework ( RDF ) and Web Ontology Language ( OWL ) will be the format used for data exchange .
18570495,equipment,used,for,movie,1,1,2,2,3,3,5,5,The equipment used for the movie was gotten from Jungle Film Works ; the only place in Nigeria at the time to get all the equipment needed for big budget movies .
18571387,steam,used,for,propulsion,23,23,24,24,25,25,26,26,"Although a failure of the pipe would not result in a reactor incident , it would affect the reactor 's ability to produce steam used for propulsion ."
18573085,hall,used,for,lectures,3,3,4,4,5,5,7,7,It was the hall used for anatomy lectures and displays .
18578152,implements,used,for,cleaning,8,8,9,9,10,10,11,11,"Attached to the chain are up to five implements used for cleaning and maintenance e.g. a toothpick , tweezers , ear - pick , a piercer , and a nail cleaner ."
18583296,house,used,for,boarders,8,8,15,15,16,16,17,17,"In 1969 it was proposed to adapt the house at 31 Glenloch Road , formerly used for boarders , for teachers ' accommodation and as a laboratory ."
18584466,connection,used,for,aircraft,21,21,22,22,23,23,24,24,"In 1941 , Aircraft and Marine Products ( AMP ) was founded with solderless electrical connections for quick and removable wire connection used for aircraft and ships ."
18584507,cables,used,for,environments,6,6,9,9,10,10,12,12,"Its oil and gas products include cables and electronics used for subsea environments in the offshore oil and gas and civil marine industries and in shipboard , subsea , and sonar applications ."
18585024,molecule,used,for,catalysis,9,9,10,10,11,11,13,13,"NOBIN ( 2 - amino-2'-hydroxy-1,1'-binaphthyl ) is an organic molecule used for asymmetric catalysis ."
18585207,skins,used,for,parchment,1,1,2,2,3,3,4,4,Most skins used for parchment are between 1 – 3 mm in thickness before processing .
18585208,skin,used,for,parchment,1,1,2,2,3,3,4,4,"Animal skin used for parchment all has the same basic structure , with slight variations due to the species , age and diet of the specific animal ."
18592779,gonopods,used,for,transfer,23,23,24,24,25,25,27,27,The difference between males and females is due to one pair of legs on the seventh segment in males being modified to form gonopods used for sperm transfer .
18595834,Fortresses,used,for,personnel,20,20,22,22,23,23,28,28,"Due to a shortage of B-29s , the squadron was initially equipped with former II Bomber Command Boeing B-17 Flying Fortresses previously used for training heavy bomber replacement personnel as engineering flaws were being worked out of the B-29 ."
18615513,aircraft,used,for,purposes,10,10,11,11,13,13,16,16,"The CH2000 is a two - seat , single engine aircraft used primarily for flight training purposes ."
18620198,system,used,for,irrigation,17,17,20,20,21,21,22,22,"The ceremonial center of Las Pilas was integrated by square constructions , and there is a complex system of canals used for irrigation ."
18620267,copal,used,for,incense,25,25,28,28,29,29,30,30,"Plants include guamúchil ( which has a small , red fruit ) , mezquite , amates ( ficus ) , cazahuate , acacia , and copal ( traditionally used for incense ) ."
18627253,ball,used,for,Cup,15,15,16,16,17,17,22,22,"Adidas provided the official ball for the match , the Adidas Cafusa , the same ball used for the 2013 FIFA Confederations Cup ."
18629375,saloon,used,for,duties,17,17,18,18,19,19,22,22,"975025 "" Caroline "" , originally the Southern Region General Manager 's Saloon , is an inspection saloon used for rail inspection duties on the railway network in Great Britain , and which has historically been used as a VIP excursion train on several occasions ."
18631631,plate,used,for,ship,10,10,11,11,12,12,14,14,"In the 1990s some material scientists concluded that the steel plate used for the ship was subject to being especially brittle when cold , and that this brittleness exacerbated the impact damage and hastened the sinking ."
18631952,flares,used,for,identification,14,14,15,15,16,16,17,17,"Lord wanted to know if they were company signals , that is , coloured flares used for identification ."
18632484,key,used,for,ChaCha,21,21,22,22,23,23,25,25,Output words 0–3 and 12–15 ( those words corresponding to non - key words of the input ) then form the key used for ordinary ChaCha ( with the last 64 bits of nonce and 64 bits of block counter ) .
18640794,system,used,for,cards,14,14,15,15,18,18,20,20,Serge Humpich is a person who discovered a serious flaw in the Carte Bleue system used in France for credit cards .
18642300,eye,used,for,Season,7,7,8,8,9,9,12,12,This logo was partially derived from the eye used for the 15th Season of Big Brother UK .
18642301,logo,used,for,Season,1,1,2,2,3,3,6,6,"The logo used for the 5th Season of Bigg Boss Kannada was adapted from 14th Season of Big Brother UK ; shows a pile of old - generation television sets displaying the SMPTE bars hanging at the center from the top , surrounded by multicolored doors , cupboards , lights and windows forming the shape of an eye against a background of an overcast sky with half blue and half brownish orange shade with fireworks behind the eye ."
18651927,records,used,for,calculation,16,16,17,17,18,18,20,20,"During the Tudor period , the name "" Norwich Over the Water "" was used in records used for the calculation of taxes and other official documents ."
18652138,name,used,for,tubes,12,12,13,13,14,14,16,16,"Ponte was appointed director of the "" lampes "" department , the name used for electronic tubes at the time , but continued to be directly involved in research , particularly into magnetrons to generate ultra - short waves for obstacle detection ."
18654264,bartizans,used,for,purposes,36,36,37,37,38,38,40,40,"It was never a castle as such : the original building from the 1830s was reworked in 1858 by its original owners , the Cleland family , in the Scottish baronial style with features such as bartizans used for decorative purposes ."
